chr,start,end,name,score,strand,common_name,sample
chrX,638966,639666,YJR113C,100,-,RSM7,yiming
chrX,639233,639933,YJR115W,100,+,YJR115W,yiming
chrX,640442,640816,YJR116W,100,+,TDA4,yiming
chrX,641655,641998,YJR117W,100,+,STE24,yiming
chrX,644092,644295,YJR118C,100,-,ILM1,yiming
chrX,646481,647117,YJR119C,100,-,JHD2,yiming
chrX,646481,647117,YJR120W,100,+,YJR120W,yiming
chrX,647467,647598,YJR121W,100,+,ATP2,yiming
chrX,649133,649767,YJR122W,100,+,IBA57,yiming
chrX,651260,651892,YJR123W,100,+,RPS5,yiming
chrX,654229,654728,YJR124C,100,-,YJR124C,yiming
chrX,655954,656245,YJR125C,100,-,ENT3,yiming
chrX,658680,658908,YJR126C,100,-,VPS70,yiming
chrX,662212,662912,YJR128W,100,+,YJR128W,yiming
chrX,663050,663750,YJR127C,100,-,RSF2,yiming
chrX,665010,665209,YJR129C,100,-,EFM3,yiming
chrX,667128,667635,YJR130C,100,-,STR2,yiming
chrX,667128,667635,YJR131W,100,+,MNS1,yiming
chrX,669284,669513,YJR132W,100,+,NMD5,yiming
chrX,672659,672982,YJR133W,100,+,XPT1,yiming
chrX,675843,676050,YJR134C,100,-,SGM1,yiming
chrX,676769,676962,YJR135C,100,-,MCM22,yiming
chrX,676769,676962,YJR135W-A,100,+,TIM8,yiming
chrX,678697,678948,YJR136C,100,-,TTI2,yiming
chrX,683276,683976,YJR137C,100,-,MET5,yiming
chrX,683858,684558,YJR138W,100,+,IML1,yiming
chrX,690515,690741,YJR139C,100,-,HOM6,yiming
chrX,690515,690952,YJR140W-A,100,+,YJR140W-A,yiming
chrX,695687,695897,YJR140C,100,-,HIR3,yiming
chrX,695687,695897,unknown_503,100,+,IPA1,yiming
chrX,696940,697132,YJR142W,100,+,YJR142W,yiming
chrX,700605,700873,YJR143C,100,-,PMT4,yiming
chrX,700605,700873,YJR144W,100,+,MGM101,yiming
chrX,703059,703759,YJR145C,100,-,RPS4A,yiming
chrX,703176,703876,YJR146W,100,+,YJR146W,yiming
chrX,703487,704187,YJR147W,100,+,HMS2,yiming
chrX,705263,705735,YJR148W,100,+,BAT2,yiming
chrX,706865,707151,YJR149W,100,+,YJR149W,yiming
chrX,709698,710398,YJR150C,100,-,DAN1,yiming
chrX,715731,716431,YJR151C,100,-,DAN4,yiming
chrX,716871,717571,YJR151W-A,100,+,YJR151W-A,yiming
chrX,718957,719657,YJR152W,100,+,DAL5,yiming
chrX,722106,722806,YJR153W,100,+,PGU1,yiming
chrX,725075,725775,YJR154W,100,+,YJR154W,yiming
chrX,726815,727396,YJR155W,100,+,AAD10,yiming
chrX,729587,730287,YJR156C,100,-,THI11,yiming
chrX,729806,730506,YJR157W,100,+,YJR157W,yiming
chrX,731731,732431,YJR158W,100,+,HXT16,yiming
chrX,735335,736035,YJR159W,100,+,SOR1,yiming
chrX,739807,740507,YJR160C,100,-,MPH3,yiming
chrX,743990,744690,YJR161C,100,-,COS5,yiming
chrX,745252,745952,YJR162C,100,-,YJR162C,yiming
chrXI,0,452,YKL225W,100,+,YKL225W,yiming
chrXI,2182,2390,YKL224C,100,-,PAU16,yiming
chrXI,2182,2390,YKL223W,100,+,YKL223W,yiming
chrXI,5621,6108,YKL222C,100,-,YKL222C,yiming
chrXI,5621,6108,YKL221W,100,+,MCH2,yiming
chrXI,11227,11927,YKL220C,100,-,FRE2,yiming
chrXI,13785,14485,YKL219W,100,+,COS9,yiming
chrXI,18339,19039,YKL218C,100,-,SRY1,yiming
chrXI,21534,22234,YKL217W,100,+,JEN1,yiming
chrXI,24516,25216,YKL216W,100,+,URA1,yiming
chrXI,30688,31083,YKL215C,100,-,OXP1,yiming
chrXI,31694,31961,YKL214C,100,-,YRA2,yiming
chrXI,34108,34544,YKL213C,100,-,DOA1,yiming
chrXI,34108,34544,YKL212W,100,+,SAC1,yiming
chrXI,38154,38854,YKL211C,100,-,TRP3,yiming
chrXI,38464,39164,YKL210W,100,+,UBA1,yiming
chrXI,46296,46996,YKL209C,100,-,STE6,yiming
chrXI,46458,47158,YKL208W,100,+,CBT1,yiming
chrXI,47973,48195,YKL207W,100,+,EMC3,yiming
chrXI,49810,50052,YKL206C,100,-,ADD66,yiming
chrXI,49810,50052,YKL205W,100,+,LOS1,yiming
chrXI,53354,53705,YKL204W,100,+,EAP1,yiming
chrXI,63360,63822,YKL203C,100,-,TOR2,yiming
chrXI,63360,63822,YKL202W,100,+,YKL202W,yiming
chrXI,67467,68167,YKL201C,100,-,MNN4,yiming
chrXI,70223,70739,YKL198C,100,-,PTK1,yiming
chrXI,73870,74570,YKL197C,100,-,PEX1,yiming
chrXI,75539,75826,YKL196C,100,-,YKT6,yiming
chrXI,75539,75826,YKL195W,100,+,MIA40,yiming
chrXI,78651,78871,YKL194C,100,-,MST1,yiming
chrXI,79887,80165,YKL193C,100,-,SDS22,yiming
chrXI,80542,81040,YKL192C,100,-,ACP1,yiming
chrXI,80542,81040,YKL191W,100,+,DPH2,yiming
chrXI,82644,82952,YKL190W,100,+,CNB1,yiming
chrXI,84009,84709,YKL189W,100,+,HYM1,yiming
chrXI,88791,89289,YKL188C,100,-,PXA2,yiming
chrXI,91541,92241,YKL187C,100,-,FAT3,yiming
chrXI,93303,94003,YKL186C,100,-,MTR2,yiming
chrXI,93804,94504,YKL185W,100,+,ASH1,yiming
chrXI,96270,96762,YKL184W,100,+,SPE1,yiming
chrXI,98612,98726,YKL183C-A,100,-,YKL183C-A,yiming
chrXI,98612,98726,YKL183W,100,+,LOT5,yiming
chrXI,99976,100676,YKL182W,100,+,FAS1,yiming
chrXI,106831,107321,YKL181W,100,+,PRS1,yiming
chrXI,108604,109274,YKL180W,100,+,RPL17A,yiming
chrXI,112508,113208,YKL179C,100,-,COY1,yiming
chrXI,113661,114361,YKL177W,100,+,YKL177W,yiming
chrXI,114632,115332,YKL178C,100,-,STE3,yiming
chrXI,117991,118691,YKL176C,100,-,LST4,yiming
chrXI,118098,118798,YKL175W,100,+,ZRT3,yiming
chrXI,122241,122522,YKL174C,100,-,TPO5,yiming
chrXI,122241,122522,YKL173W,100,+,SNU114,yiming
chrXI,125548,125764,YKL172W,100,+,EBP2,yiming
chrXI,127047,127480,YKL171W,100,+,NNK1,yiming
chrXI,130266,130639,YKL170W,100,+,MRPL38,yiming
chrXI,131073,131293,YKL169C,100,-,YKL169C,yiming
chrXI,133467,133726,YKL168C,100,-,KKQ8,yiming
chrXI,134139,134514,YKL167C,100,-,MRP49,yiming
chrXI,135710,135795,YKL166C,100,-,TPK3,yiming
chrXI,136028,136728,YKL165C-A,100,-,YKL165C-A,yiming
chrXI,140696,141396,YKL165C,100,-,MCD4,yiming
chrXI,142824,143524,YKL164C,100,-,PIR1,yiming
chrXI,143706,144406,YKL163W,100,+,PIR3,yiming
chrXI,146079,146779,YKL162C-A,100,-,YKL162C-A,yiming
chrXI,148843,149391,YKL162C,100,-,YKL162C,yiming
chrXI,150692,151392,YKL161C,100,-,KDX1,yiming
chrXI,152574,153274,YKL160W,100,+,ELF1,yiming
chrXI,154456,154996,YKL159C,100,-,RCN1,yiming
chrXI,154456,154996,YKL157W,100,+,APE2,yiming
chrXI,158186,158619,YKL156W,100,+,RPS27A,yiming
chrXI,159096,159461,YKL156C-A,100,-,YKL156C-A,yiming
chrXI,161347,161606,YKL155C,100,-,RSM22,yiming
chrXI,161347,161606,YKL154W,100,+,SRP102,yiming
chrXI,162905,163605,YKL153W,100,+,YKL153W,yiming
chrXI,164390,164922,YKL152C,100,-,GPM1,yiming
chrXI,165935,166549,unknown_601,100,-,NNR2,yiming
chrXI,165935,166549,YKL150W,100,+,MCR1,yiming
chrXI,168834,169212,YKL149C,100,-,DBR1,yiming
chrXI,171134,171556,YKL148C,100,-,SDH1,yiming
chrXI,171134,171788,YKL146W,100,+,AVT3,yiming
chrXI,172173,172873,YKL147C,100,-,YKL147C,yiming
chrXI,173866,174218,YKL145W,100,+,RPT1,yiming
chrXI,174263,174963,YKL145W-A,100,+,YKL145W-A,yiming
chrXI,176486,176786,YKL144C,100,-,RPC25,yiming
chrXI,176486,176786,YKL143W,100,+,LTV1,yiming
chrXI,178177,178520,YKL142W,100,+,MRP8,yiming
chrXI,179179,179672,YKL141W,100,+,SDH3,yiming
chrXI,180268,180784,YKL140W,100,+,TGL1,yiming
chrXI,182430,182963,YKL139W,100,+,CTK1,yiming
chrXI,185017,185291,YKL138C-A,100,-,HSK3,yiming
chrXI,185686,185962,YKL138C,100,-,MRPL31,yiming
chrXI,185686,185962,YKL137W,100,+,CMC1,yiming
chrXI,186297,186421,YKL136W,100,+,YKL136W,yiming
chrXI,188645,189129,YKL135C,100,-,APL2,yiming
chrXI,191441,191678,YKL134C,100,-,OCT1,yiming
chrXI,193069,193573,unknown_621,100,-,RCI50,yiming
chrXI,193777,194477,YKL131W,100,+,YKL131W,yiming
chrXI,194865,195287,YKL132C,100,-,RMA1,yiming
chrXI,196027,196348,YKL130C,100,-,SHE2,yiming
chrXI,200163,200528,YKL129C,100,-,MYO3,yiming
chrXI,201415,202115,YKL128C,100,-,PMU1,yiming
chrXI,202485,203185,YKL127W,100,+,PGM1,yiming
chrXI,204897,205351,YKL126W,100,+,YPK1,yiming
chrXI,207393,207891,YKL125W,100,+,RRN3,yiming
chrXI,209774,210237,YKL124W,100,+,SSH4,yiming
chrXI,210987,211687,YKL123W,100,+,YKL123W,yiming
chrXI,212642,213342,YKL122C,100,-,SRP21,yiming
chrXI,213086,213786,YKL121W,100,+,DGR2,yiming
chrXI,216344,216988,YKL120W,100,+,OAC1,yiming
chrXI,218070,218770,YKL118W,100,+,YKL118W,yiming
chrXI,218861,219561,YKL119C,100,-,VPH2,yiming
chrXI,219268,219968,YKL117W,100,+,SBA1,yiming
chrXI,222544,222996,YKL116C,100,-,PRR1,yiming
chrXI,222929,222996,YKL115C,100,-,YKL115C,yiming
chrXI,224099,224371,YKL114C,100,-,APN1,yiming
chrXI,225519,226214,YKL113C,100,-,RAD27,yiming
chrXI,225519,226214,YKL112W,100,+,ABF1,yiming
chrXI,228443,228583,YKL111C,100,-,YKL111C,yiming
chrXI,229524,230224,YKL110C,100,-,KTI12,yiming
chrXI,231171,231871,YKL109W,100,+,HAP4,yiming
chrXI,233535,234070,YKL108W,100,+,SLD2,yiming
chrXI,235431,235785,YKL107W,100,+,YKL107W,yiming
chrXI,236910,237180,YKL106C-A,100,-,YKL106C-A,yiming
chrXI,236910,237180,YKL106W,100,+,AAT1,yiming
chrXI,242227,242864,YKL105C,100,-,SEG2,yiming
chrXI,245017,245717,YKL104C,100,-,GFA1,yiming
chrXI,247326,247706,YKL103C,100,-,APE1,yiming
chrXI,248011,248564,YKL102C,100,-,YKL102C,yiming
chrXI,248011,248564,YKL101W,100,+,HSL1,yiming
chrXI,253120,253803,YKL100W-A,100,+,YKL100W-A,yiming
chrXI,255104,255364,YKL100C,100,-,YPF1,yiming
chrXI,256116,256414,YKL099C,100,-,UTP11,yiming
chrXI,256116,256414,YKL098W,100,+,MTC2,yiming
chrXI,258557,258717,YKL097C,100,-,YKL097C,yiming
chrXI,258866,258897,YKL096C-B,100,-,YKL096C-B,yiming
chrXI,258866,258897,YKL096W-A,100,+,CWP2,yiming
chrXI,260076,260776,YKL096W,100,+,CWP1,yiming
chrXI,261495,261921,YKL095W,100,+,YJU2,yiming
chrXI,262757,262993,YKL094W,100,+,YJU3,yiming
chrXI,263934,264433,YKL093W,100,+,MBR1,yiming
chrXI,269103,269362,YKL092C,100,-,BUD2,yiming
chrXI,270294,270994,YKL091C,100,-,YKL091C,yiming
chrXI,270822,271522,YKL090W,100,+,CUE2,yiming
chrXI,272853,273038,YKL089W,100,+,MIF2,yiming
chrXI,274687,274927,YKL088W,100,+,CAB3,yiming
chrXI,277507,277925,YKL087C,100,-,CYT2,yiming
chrXI,277507,277925,YKL086W,100,+,SRX1,yiming
chrXI,278308,278767,YKL085W,100,+,MDH1,yiming
chrXI,279771,280153,YKL084W,100,+,HOT13,yiming
chrXI,280503,280565,YKL083W,100,+,YKL083W,yiming
chrXI,281973,282535,YKL082C,100,-,RRP14,yiming
chrXI,281973,282535,YKL081W,100,+,TEF4,yiming
chrXI,284099,284674,YKL080W,100,+,VMA5,yiming
chrXI,285852,286247,YKL079W,100,+,SMY1,yiming
chrXI,288217,288489,YKL078W,100,+,DHR2,yiming
chrXI,290696,291097,unknown_681,100,+,PSG1,yiming
chrXI,292865,293565,YKL076C,100,-,YKL076C,yiming
chrXI,293952,294254,YKL075C,100,-,YKL075C,yiming
chrXI,295837,296074,YKL074C,100,-,MUD2,yiming
chrXI,295837,296074,YKL073W,100,+,LHS1,yiming
chrXI,298719,299226,YKL072W,100,+,STB6,yiming
chrXI,304058,304758,unknown_687,100,+,OSI1,yiming
chrXI,305528,305855,YKL070W,100,+,YKL070W,yiming
chrXI,306364,306929,YKL069W,100,+,YKL069W,yiming
chrXI,308150,308850,YKL068W-A,100,+,YKL068W-A,yiming
chrXI,309143,309843,YKL068W,100,+,NUP100,yiming
chrXI,313756,314456,YKL067W,100,+,YNK1,yiming
chrXI,314917,314925,YKL066W,100,+,YKL066W,yiming
chrXI,315368,315598,unknown_694,100,+,DPC7,yiming
chrXI,316701,317401,YKL065C,100,-,YET1,yiming
chrXI,316708,317408,YKL064W,100,+,MNR2,yiming
chrXI,321162,321862,YKL063C,100,-,YKL063C,yiming
chrXI,322172,322872,YKL062W,100,+,MSN4,yiming
chrXI,324764,325415,YKL061W,100,+,BLI1,yiming
chrXI,327131,327762,YKL060C,100,-,FBA1,yiming
chrXI,329087,329787,YKL059C,100,-,MPE1,yiming
chrXI,329110,329810,YKL058W,100,+,TOA2,yiming
chrXI,333613,334056,YKL057C,100,-,NUP120,yiming
chrXI,334559,334965,YKL056C,100,-,TMA19,yiming
chrXI,335801,336181,YKL055C,100,-,OAR1,yiming
chrXI,338397,338826,YKL054C,100,-,DEF1,yiming
chrXI,339086,339216,YKL053C-A,100,-,MDM35,yiming
chrXI,339086,339216,YKL053W,100,+,YKL053W,yiming
chrXI,340190,340890,YKL052C,100,-,ASK1,yiming
chrXI,340256,340956,YKL051W,100,+,SFK1,yiming
chrXI,345264,345719,YKL050C,100,-,YKL050C,yiming
chrXI,346408,346858,YKL049C,100,-,CSE4,yiming
chrXI,348780,349107,YKL048C,100,-,ELM1,yiming
chrXI,348780,349107,YKL047W,100,+,ANR2,yiming
chrXI,352268,352968,YKL046C,100,-,DCW1,yiming
chrXI,352437,353137,YKL045W,100,+,PRI2,yiming
chrXI,355266,355966,unknown_717,100,+,MMO1,yiming
chrXI,356286,356392,YKL043W,100,+,PHD1,yiming
chrXI,357492,358119,YKL042W,100,+,SPC42,yiming
chrXI,359210,359786,YKL041W,100,+,VPS24,yiming
chrXI,361471,362171,YKL040C,100,-,NFU1,yiming
chrXI,361565,362265,YKL039W,100,+,PTM1,yiming
chrXI,364548,365248,YKL038W,100,+,RGT1,yiming
chrXI,368760,369008,YKL037W,100,+,AIM26,yiming
chrXI,369364,369534,YKL035W,100,+,UGP1,yiming
chrXI,369563,370263,YKL036C,100,-,YKL036C,yiming
chrXI,371033,371472,YKL034W,100,+,TUL1,yiming
chrXI,373748,374148,YKL033W-A,100,+,YKL033W-A,yiming
chrXI,374858,375099,YKL033W,100,+,TTI1,yiming
chrXI,381501,381715,YKL032C,100,-,IXR1,yiming
chrXI,381501,381715,YKL031W,100,+,YKL031W,yiming
chrXI,382128,382141,YKL030W,100,+,YKL030W,yiming
chrXI,384368,385068,YKL029C,100,-,MAE1,yiming
chrXI,384701,385401,YKL028W,100,+,TFA1,yiming
chrXI,386849,387205,YKL027W,100,+,TCD2,yiming
chrXI,389526,389883,YKL026C,100,-,GPX1,yiming
chrXI,391922,392169,YKL025C,100,-,PAN3,yiming
chrXI,392783,392789,YKL024C,100,-,URA6,yiming
chrXI,393016,393364,unknown_739,100,-,MIN9,yiming
chrXI,393016,393364,unknown_740,100,+,SKA1,yiming
chrXI,396891,396987,YKL022C,100,-,CDC16,yiming
chrXI,398393,398475,YKL021C,100,-,MAK11,yiming
chrXI,401723,402211,YKL020C,100,-,SPT23,yiming
chrXI,401723,402211,YKL019W,100,+,RAM2,yiming
chrXI,403522,403745,unknown_745,100,-,MCO12,yiming
chrXI,403522,403745,YKL018W,100,+,SWD2,yiming
chrXI,406884,407108,YKL017C,100,-,HCS1,yiming
chrXI,407632,408187,YKL016C,100,-,ATP7,yiming
chrXI,407632,408187,YKL015W,100,+,PUT3,yiming
chrXI,416556,417151,YKL014C,100,-,URB1,yiming
chrXI,417666,417953,YKL013C,100,-,ARC19,yiming
chrXI,417666,417953,YKL012W,100,+,PRP40,yiming
chrXI,420859,421067,YKL011C,100,-,CCE1,yiming
chrXI,425518,425885,YKL010C,100,-,UFD4,yiming
chrXI,425518,425885,YKL009W,100,+,MRT4,yiming
chrXI,428194,428894,YKL008C,100,-,LAC1,yiming
chrXI,428245,428945,YKL007W,100,+,CAP1,yiming
chrXI,430275,430975,YKL006C-A,100,-,SFT1,yiming
chrXI,430849,431549,YKL006W,100,+,RPL14A,yiming
chrXI,434520,435220,YKL005C,100,-,BYE1,yiming
chrXI,434523,435223,YKL004W,100,+,AUR1,yiming
chrXI,437135,437421,YKL003C,100,-,MRP17,yiming
chrXI,437135,437421,YKL002W,100,+,DID4,yiming
chrXI,439028,439728,YKL001C,100,-,MET14,yiming
chrXI,442365,442875,YKR001C,100,-,VPS1,yiming
chrXI,442365,442875,YKR002W,100,+,PAP1,yiming
chrXI,444581,445024,YKR003W,100,+,OSH6,yiming
chrXI,447679,448164,YKR004C,100,-,ECM9,yiming
chrXI,449810,450066,YKR005C,100,-,YKR005C,yiming
chrXI,450860,451077,YKR006C,100,-,MRPL13,yiming
chrXI,450860,451077,YKR007W,100,+,MEH1,yiming
chrXI,451631,451844,YKR008W,100,+,RSC4,yiming
chrXI,456697,457397,YKR009C,100,-,FOX2,yiming
chrXI,460882,461278,YKR010C,100,-,TOF2,yiming
chrXI,462339,463039,YKR011C,100,-,YKR011C,yiming
chrXI,462902,463602,YKR013W,100,+,PRY2,yiming
chrXI,463759,464459,YKR012C,100,-,YKR012C,yiming
chrXI,465714,466414,YKR014C,100,-,YPT52,yiming
chrXI,468310,469010,YKR015C,100,-,YKR015C,yiming
chrXI,468660,469360,YKR016W,100,+,MIC60,yiming
chrXI,472992,473366,YKR017C,100,-,HEL1,yiming
chrXI,475543,475859,YKR018C,100,-,YKR018C,yiming
chrXI,477706,477981,YKR019C,100,-,IRS4,yiming
chrXI,477706,477981,YKR020W,100,+,VPS51,yiming
chrXI,478475,478877,YKR021W,100,+,ALY1,yiming
chrXI,482782,483062,YKR022C,100,-,NTR2,yiming
chrXI,482782,483062,unknown_787,100,+,RQT4,yiming
chrXI,487015,487413,YKR024C,100,-,DBP7,yiming
chrXI,487015,487413,YKR025W,100,+,RPC37,yiming
chrXI,489298,489998,YKR026C,100,-,GCN3,yiming
chrXI,490307,491007,YKR027W,100,+,BCH2,yiming
chrXI,493304,493900,YKR028W,100,+,SAP190,yiming
chrXI,499475,499924,YKR029C,100,-,SET3,yiming
chrXI,499475,499924,YKR030W,100,+,GMH1,yiming
chrXI,506037,506159,YKR031C,100,-,SPO14,yiming
chrXI,506037,506159,YKR032W,100,+,YKR032W,yiming
chrXI,506473,506540,YKR034W,100,+,DAL80,yiming
chrXI,506946,507562,YKR033C,100,-,YKR033C,yiming
chrXI,507349,507581,YKR035W-A,100,+,DID2,yiming
chrXI,508203,508344,YKR035C,100,-,YKR035C,yiming
chrXI,510275,510552,YKR036C,100,-,CAF4,yiming
chrXI,511439,511641,YKR037C,100,-,SPC34,yiming
chrXI,512801,513501,YKR038C,100,-,KAE1,yiming
chrXI,514005,514705,YKR039W,100,+,GAP1,yiming
chrXI,517140,517840,YKR041W,100,+,YKR041W,yiming
chrXI,518208,518908,YKR040C,100,-,YKR040C,yiming
chrXI,518592,519169,YKR042W,100,+,UTH1,yiming
chrXI,521354,521657,YKR043C,100,-,SHB17,yiming
chrXI,521354,521657,YKR044W,100,+,UIP5,yiming
chrXI,523611,523865,YKR045C,100,-,YKR045C,yiming
chrXI,524716,524899,unknown_811,100,-,PLN1,yiming
chrXI,524716,524899,YKR047W,100,+,YKR047W,yiming
chrXI,526282,526472,YKR048C,100,-,NAP1,yiming
chrXI,526873,527457,YKR049C,100,-,FMP46,yiming
chrXI,526873,527457,YKR050W,100,+,TRK2,yiming
chrXI,530126,530588,unknown_816,100,+,HFL1,yiming
chrXI,533106,533709,YKR052C,100,-,MRS4,yiming
chrXI,534923,535289,YKR053C,100,-,YSR3,yiming
chrXI,547567,547858,YKR054C,100,-,DYN1,yiming
chrXI,547567,547858,YKR055W,100,+,RHO4,yiming
chrXI,548733,549090,YKR056W,100,+,TRM2,yiming
chrXI,551009,551299,YKR057W,100,+,RPS21A,yiming
chrXI,551884,552412,YKR058W,100,+,GLG1,yiming
chrXI,554262,554629,YKR059W,100,+,TIF1,yiming
chrXI,555816,556160,YKR060W,100,+,UTP30,yiming
chrXI,556984,557319,YKR061W,100,+,KTR2,yiming
chrXI,558608,559308,YKR062W,100,+,TFA2,yiming
chrXI,561939,562189,YKR063C,100,-,LAS1,yiming
chrXI,561939,562189,YKR064W,100,+,OAF3,yiming
chrXI,565534,565755,YKR065C,100,-,PAM17,yiming
chrXI,566840,567540,YKR066C,100,-,CCP1,yiming
chrXI,566860,567560,YKR067W,100,+,GPT2,yiming
chrXI,570551,571251,YKR068C,100,-,BET3,yiming
chrXI,570554,571254,YKR069W,100,+,MET1,yiming
chrXI,573035,573216,YKR070W,100,+,YKR070W,yiming
chrXI,575622,576077,YKR071C,100,-,DRE2,yiming
chrXI,577765,577829,YKR072C,100,-,SIS2,yiming
chrXI,578149,578849,YKR073C,100,-,YKR073C,yiming
chrXI,578151,578851,YKR074W,100,+,AIM29,yiming
chrXI,579318,579854,YKR075W-A,100,+,YKR075W-A,yiming
chrXI,580392,581092,YKR075C,100,-,YKR075C,yiming
chrXI,581225,581925,YKR076W,100,+,ECM4,yiming
chrXI,583037,583295,YKR077W,100,+,MSA2,yiming
chrXI,584386,584594,YKR078W,100,+,YKR078W,yiming
chrXI,588947,589647,YKR079C,100,-,TRZ1,yiming
chrXI,589337,590037,YKR080W,100,+,MTD1,yiming
chrXI,592182,592467,YKR081C,100,-,RPF2,yiming
chrXI,592182,592467,YKR082W,100,+,NUP133,yiming
chrXI,596464,596697,YKR083C,100,-,DAD2,yiming
chrXI,598532,598736,YKR084C,100,-,HBS1,yiming
chrXI,599323,599499,YKR085C,100,-,MRPL20,yiming
chrXI,599323,599499,YKR086W,100,+,PRP16,yiming
chrXI,603874,604047,YKR087C,100,-,OMA1,yiming
chrXI,605060,605275,YKR088C,100,-,TVP38,yiming
chrXI,608007,608588,YKR089C,100,-,TGL4,yiming
chrXI,608007,608588,YKR090W,100,+,PXL1,yiming
chrXI,610708,611167,YKR091W,100,+,SRL3,yiming
chrXI,613527,614227,YKR092C,100,-,SRP40,yiming
chrXI,614672,615372,YKR093W,100,+,PTR2,yiming
chrXI,618392,619092,YKR094C,100,-,RPL40B,yiming
chrXI,618747,619447,YKR095W,100,+,MLP1,yiming
chrXI,625074,625506,YKR095W-A,100,+,PCC1,yiming
chrXI,625847,626435,YKR096W,100,+,ESL2,yiming
chrXI,630090,630790,YKR097W,100,+,PCK1,yiming
chrXI,634817,635489,YKR098C,100,-,UBP11,yiming
chrXI,634817,635489,YKR099W,100,+,BAS1,yiming
chrXI,639606,640106,YKR100C,100,-,SKG1,yiming
chrXI,639606,640106,YKR101W,100,+,SIR1,yiming
chrXI,645294,645994,YKR102W,100,+,FLO10,yiming
chrXI,652018,652718,YKR103W,100,+,NFT1,yiming
chrXI,656374,656474,YKR104W,100,+,YKR104W,yiming
chrXI,660102,660802,YKR105C,100,-,VBA5,yiming
chrXI,660380,661080,YKR106W,100,+,GEX2,yiming
chrXII,143,843,YLL067W-A,100,+,YLL067W-A,yiming
chrXII,4301,5001,YLL067C,100,-,YLL067C,yiming
chrXII,4905,5605,YLL066W-B,100,+,YLL066W-B,yiming
chrXII,5786,6486,YLL066W-A,100,+,YLL066W-A,yiming
chrXII,9836,10536,YLL066C,100,-,YLL066C,yiming
chrXII,11026,11726,YLL065W,100,+,YLL065W,yiming
chrXII,13445,14145,YLL064C,100,-,PAU18,yiming
chrXII,16072,16639,YLL063C,100,-,AYT1,yiming
chrXII,17613,17956,YLL062C,100,-,MHT1,yiming
chrXII,17613,17956,YLL061W,100,+,MMP1,yiming
chrXII,21839,22474,YLL060C,100,-,GTT2,yiming
chrXII,22980,23569,YLL059C,100,-,YLL059C,yiming
chrXII,22980,23569,YLL058W,100,+,YLL058W,yiming
chrXII,26994,27409,YLL057C,100,-,JLP1,yiming
chrXII,28305,29005,YLL056C,100,-,YLL056C,yiming
chrXII,29409,30109,YLL055W,100,+,YCT1,yiming
chrXII,35203,35502,YLL054C,100,-,YLL054C,yiming
chrXII,35960,36660,YLL053C,100,-,YLL053C,yiming
chrXII,36360,37060,YLL052C,100,-,AQY2,yiming
chrXII,39470,39803,YLL051C,100,-,FRE6,yiming
chrXII,40413,40665,YLL050C,100,-,COF1,yiming
chrXII,40413,40665,YLL049W,100,+,LDB18,yiming
chrXII,46264,46671,YLL048C,100,-,YBT1,yiming
chrXII,46264,46671,YLL047W,100,+,YLL047W,yiming
chrXII,47462,47858,YLL046C,100,-,RNP1,yiming
chrXII,47515,48215,YLL044W,100,+,YLL044W,yiming
chrXII,48628,49328,YLL045C,100,-,RPL8B,yiming
chrXII,49237,49937,YLL043W,100,+,FPS1,yiming
chrXII,52589,53130,YLL042C,100,-,ATG10,yiming
chrXII,53930,54210,YLL041C,100,-,SDH2,yiming
chrXII,63644,64061,YLL040C,100,-,VPS13,yiming
chrXII,65206,65774,YLL039C,100,-,UBI4,yiming
chrXII,66517,66561,YLL038C,100,-,ENT4,yiming
chrXII,66517,66561,YLL037W,100,+,YLL037W,yiming
chrXII,68255,68579,YLL036C,100,-,PRP19,yiming
chrXII,68255,68579,YLL035W,100,+,GRC3,yiming
chrXII,73145,73408,YLL034C,100,-,RIX7,yiming
chrXII,73145,73408,YLL033W,100,+,IRC19,yiming
chrXII,76746,77151,YLL032C,100,-,YLL032C,yiming
chrXII,80204,80355,YLL031C,100,-,GPI13,yiming
chrXII,80696,81396,YLL030C,100,-,RRT7,yiming
chrXII,80760,81460,YLL029W,100,+,FRA1,yiming
chrXII,84103,84803,YLL028W,100,+,TPO1,yiming
chrXII,86702,87402,YLL027W,100,+,ISA1,yiming
chrXII,88154,88622,YLL026W,100,+,HSP104,yiming
chrXII,94046,94746,YLL025W,100,+,PAU17,yiming
chrXII,97484,97996,YLL024C,100,-,SSA2,yiming
chrXII,98835,99043,YLL023C,100,-,POM33,yiming
chrXII,100200,100900,YLL022C,100,-,HIF1,yiming
chrXII,100246,100946,YLL021W,100,+,SPA2,yiming
chrXII,105860,106560,YLL020C,100,-,YLL020C,yiming
chrXII,106207,106907,YLL019W-A,100,+,YLL019W-A,yiming
chrXII,107898,108598,YLL019C,100,-,KNS1,yiming
chrXII,108971,109671,YLL018C-A,100,-,COX19,yiming
chrXII,111574,112233,YLL018C,100,-,DPS1,yiming
chrXII,111574,112233,YLL017W,100,+,YLL017W,yiming
chrXII,112544,112846,unknown_930,100,+,SDC25,yiming
chrXII,115992,116431,YLL015W,100,+,BPT1,yiming
chrXII,121110,121321,YLL014W,100,+,EMC6,yiming
chrXII,124713,125413,YLL013C,100,-,PUF3,yiming
chrXII,124833,125533,YLL012W,100,+,YEH1,yiming
chrXII,127254,127522,YLL011W,100,+,SOF1,yiming
